source,target,weight,type
46,37,2761,undirected
46,38,16,undirected
46,39,619,undirected
46,40,10227,undirected
46,42,70,undirected
46,43,1143,undirected
46,44,4195,undirected
46,45,684,undirected
46,47,957,undirected
46,48,166,undirected
46,49,205,undirected
46,50,38,undirected
46,51,1838,undirected
46,52,857,undirected
46,53,10057,undirected
46,57,68,undirected
46,59,7859,undirected
46,60,8455,undirected
46,61,8157,undirected
46,62,296,undirected
46,64,927,undirected
46,65,5088,undirected
46,66,160,undirected
46,67,4379,undirected
46,69,44,undirected
46,70,3,undirected
47,1,373,undirected
47,5,373,undirected
47,6,124,undirected
47,11,2,undirected
47,12,44,undirected
47,14,2,undirected
47,18,169,undirected
47,22,4,undirected
47,24,371,undirected
47,25,169,undirected
47,29,28,undirected
47,36,963,undirected
47,37,2039,undirected
47,40,996,undirected
47,41,2593,undirected
47,43,4308,undirected
47,44,5075,undirected
47,45,1109,undirected
47,46,957,undirected
47,49,1169,undirected
47,51,1511,undirected
47,52,98,undirected
47,53,910,undirected
47,57,3674,undirected
47,59,500,undirected
47,60,293,undirected
47,61,5076,undirected
47,65,4903,undirected
47,67,1827,undirected
47,70,10,undirected
48,1,1370,undirected
48,3,561,undirected
48,4,314,undirected
48,5,721,undirected
48,11,116,undirected
48,13,653,undirected
48,15,636,undirected
48,19,1,undirected
48,21,241,undirected
48,27,841,undirected
48,28,4,undirected
48,29,314,undirected
48,36,5492,undirected
48,38,240,undirected
48,39,344,undirected
48,40,1756,undirected
48,42,16,undirected
48,46,166,undirected
48,50,7902,undirected
48,54,1041,undirected
48,55,3483,undirected
48,56,3518,undirected
48,61,759,undirected
48,62,6213,undirected
48,63,6889,undirected
48,64,2711,undirected
48,68,459,undirected
48,69,56,undirected
49,1,8,undirected
49,5,1,undirected
49,7,2,undirected
49,8,408,undirected
49,11,62,undirected
49,12,16,undirected
49,14,1436,undirected
49,17,224,undirected
49,18,1,undirected
49,24,1,undirected
49,25,1,undirected
49,36,132,undirected
49,37,64,undirected
49,40,36,undirected
49,42,52,undirected
49,43,9729,undirected
49,44,247,undirected
49,45,42,undirected
49,46,205,undirected
49,47,1169,undirected
49,51,1,undirected
49,52,2563,undirected
49,53,5,undirected
49,57,3198,undirected
49,59,2,undirected
49,61,394,undirected
49,65,5,undirected
49,67,49,undirected
50,1,781,undirected
50,3,59,undirected
50,4,59,undirected
50,5,99,undirected
50,7,53,undirected
50,11,37,undirected
50,13,574,undirected
50,15,636,undirected
50,27,699,undirected
50,28,3,undirected
50,29,59,undirected
50,34,24,undirected
50,36,1849,undirected
50,38,34,undirected
50,39,62,undirected
50,40,891,undirected
50,42,158,undirected
50,46,38,undirected
50,48,7902,undirected
50,54,168,undirected
50,55,272,undirected
50,56,209,undirected
50,61,270,undirected
50,62,3764,undirected
50,63,3679,undirected
50,64,2164,undirected
50,68,739,undirected
50,69,70,undirected
51,1,376,undirected
51,5,376,undirected
51,11,6,undirected
51,18,312,undirected
51,24,376,undirected
51,25,312,undirected
51,29,45,undirected
51,36,7025,undirected
51,37,6177,undirected
51,39,65,undirected
51,40,1100,undirected
51,42,93,undirected
51,43,4825,undirected
51,44,6138,undirected
51,45,12839,undirected
51,46,1838,undirected
51,47,1511,undirected
51,49,1,undirected
51,52,449,undirected
51,53,2627,undirected
51,54,62,undirected
51,57,2,undirected
51,59,632,undirected
51,60,2842,undirected
51,61,3068,undirected
51,64,486,undirected
51,65,2837,undirected
51,66,11446,undirected
51,67,3725,undirected
51,69,752,undirected
51,70,1950,undirected
52,1,2988,undirected
52,4,961,undirected
52,5,903,undirected
52,7,2707,undirected
52,11,40,undirected
52,14,25,undirected
52,17,3565,undirected
52,24,893,undirected
52,25,81,undirected
52,29,81,undirected
52,30,30,undirected
52,31,2,undirected
52,36,15883,undirected
52,37,1948,undirected
52,39,630,undirected
52,40,1026,undirected
52,42,12158,undirected
52,43,5347,undirected
52,44,13,undirected
52,45,774,undirected
52,46,857,undirected
52,47,98,undirected
52,49,2563,undirected
52,51,449,undirected
52,53,404,undirected
52,54,25,undirected
52,58,138,undirected
52,59,1274,undirected
52,60,5805,undirected
52,61,4866,undirected
52,64,2336,undirected
52,66,2155,undirected
52,67,846,undirected
52,69,11,undirected
52,70,673,undirected
53,1,7777,undirected
53,3,69,undirected
53,4,3024,undirected
53,5,9595,undirected
53,11,561,undirected
53,18,2640,undirected
53,23,11,undirected
53,24,8074,undirected
53,25,3784,undirected
53,26,294,undirected
53,29,4643,undirected
53,36,13838,undirected
53,37,4602,undirected
53,38,30,undirected
53,39,65,undirected
53,40,12014,undirected
53,42,35,undirected
53,43,1602,undirected
53,44,7802,undirected
53,45,1231,undirected
53,46,10057,undirected
53,47,910,undirected
53,49,5,undirected
53,51,2627,undirected
53,52,404,undirected
53,57,13,undirected
53,58,1902,undirected
53,59,15294,undirected
53,60,19321,undirected
53,61,5870,undirected
53,64,1567,undirected
53,65,7988,undirected
53,66,1520,undirected
53,67,9348,undirected
53,70,439,undirected
54,1,2256,undirected
54,3,4607,undirected
54,4,3216,undirected
54,5,4747,undirected
54,13,548,undirected
54,19,2303,undirected
54,21,1337,undirected
54,27,765,undirected
54,28,2419,undirected
54,29,4427,undirected
54,36,7812,undirected
54,38,3716,undirected
54,39,14814,undirected
54,40,4962,undirected
54,43,76,undirected
54,45,19,undirected
54,48,1041,undirected
54,50,168,undirected
54,51,62,undirected
54,52,25,undirected
54,55,15,undirected
54,56,6469,undirected
54,58,1483,undirected
54,59,273,undirected
54,60,7017,undirected
54,62,3834,undirected
54,63,4915,undirected
54,64,10603,undirected
54,66,291,undirected
54,67,33,undirected
55,64,565,undirected
55,39,34,undirected
55,48,3483,undirected
55,50,272,undirected
55,54,15,undirected
55,56,2346,undirected
55,62,467,undirected
55,63,3729,undirected
56,1,1487,undirected
56,3,3210,undirected
56,4,1770,undirected
56,5,3377,undirected
56,13,152,undirected
56,19,1797,undirected
56,21,1013,undirected
56,27,303,undirected
56,28,2042,undirected
56,29,2932,undirected
56,36,4538,undirected
56,38,3599,undirected
56,39,6265,undirected
56,40,4868,undirected
56,48,3518,undirected
56,50,209,undirected
56,54,6469,undirected
56,55,2346,undirected
56,60,52,undirected
56,62,7112,undirected
56,63,11874,undirected
56,64,9477,undirected
57,1,4,undirected
57,5,4,undirected
57,18,1,undirected
57,24,4,undirected
57,25,1,undirected
57,26,1,undirected
57,36,14,undirected
57,37,65,undirected
57,40,49,undirected
57,41,1144,undirected
57,43,3065,undirected
57,44,592,undirected
57,45,167,undirected
57,46,68,undirected
57,47,3674,undirected
57,49,3198,undirected
57,51,2,undirected
57,53,13,undirected
57,59,6,undirected
57,61,1738,undirected
57,65,926,undirected
57,67,61,undirected
58,3,10,undirected
58,4,10,undirected
58,5,10,undirected
58,29,10,undirected
58,36,2229,undirected
58,37,159,undirected
58,38,9,undirected
58,39,2511,undirected
58,40,10,undirected
58,42,210,undirected
58,43,23,undirected
58,44,6592,undirected
58,45,26,undirected
58,52,138,undirected
58,53,1902,undirected
58,54,1483,undirected
58,60,12388,undirected
58,61,1069,undirected
58,64,1889,undirected
58,65,8899,undirected
58,66,107,undirected
58,67,9616,undirected
58,70,8,undirected
59,1,12338,undirected
59,3,3905,undirected
59,4,14787,undirected
59,5,23394,undirected
59,11,552,undirected
59,13,400,undirected
59,18,2752,undirected
59,19,669,undirected
59,21,500,undirected
59,24,18952,undirected
59,25,3859,undirected
59,26,294,undirected
59,27,528,undirected
59,28,440,undirected
59,29,12877,undirected
59,36,23492,undirected
59,37,1876,undirected
59,38,2556,undirected
59,39,4343,undirected
59,40,25251,undirected
59,42,270,undirected
59,43,609,undirected
59,44,928,undirected
59,45,397,undirected
59,46,7859,undirected
59,47,500,undirected
59,49,2,undirected
59,51,632,undirected
59,52,1274,undirected
59,53,15294,undirected
59,54,273,undirected
59,57,6,undirected
59,60,21082,undirected
59,61,4974,undirected
59,63,28,undirected
59,64,11571,undirected
59,65,321,undirected
59,66,512,undirected
59,67,2923,undirected
59,70,195,undirected
60,1,7755,undirected
60,3,1893,undirected
60,4,13131,undirected
60,5,16327,undirected
60,11,532,undirected
60,13,5,undirected
60,18,2152,undirected
60,19,141,undirected
60,21,74,undirected
60,24,14695,undirected
60,25,2746,undirected
60,27,53,undirected
60,28,140,undirected
60,29,10826,undirected
60,36,40637,undirected
60,37,9137,undirected
60,38,755,undirected
60,39,19371,undirected
60,40,17995,undirected
60,42,3361,undirected
60,43,3469,undirected
60,44,6924,undirected
60,45,3168,undirected
60,46,8455,undirected
60,47,293,undirected
60,51,2842,undirected
60,52,5805,undirected
60,53,19321,undirected
60,54,7017,undirected
60,56,52,undirected
60,58,12388,undirected
60,59,21082,undirected
60,61,11748,undirected
60,62,45,undirected
60,63,52,undirected
60,64,26628,undirected
60,65,6957,undirected
60,66,5787,undirected
60,67,21559,undirected
60,70,4390,undirected
61,1,2905,undirected
61,3,40,undirected
61,4,3621,undirected
61,5,4016,undirected
61,6,105,undirected
61,7,30,undirected
61,11,253,undirected
61,13,269,undirected
61,15,303,undirected
61,24,3623,undirected
61,26,199,undirected
61,27,321,undirected
61,28,3,undirected
61,29,938,undirected
61,30,52,undirected
61,36,17285,undirected
61,37,2776,undirected
61,39,2219,undirected
61,40,6794,undirected
61,41,2423,undirected
61,42,4478,undirected
61,43,2926,undirected
61,44,10308,undirected
61,45,1490,undirected
61,46,8157,undirected
61,47,5076,undirected
61,48,759,undirected
61,49,394,undirected
61,50,270,undirected
61,51,3068,undirected
61,52,4866,undirected
61,53,5870,undirected
61,57,1738,undirected
61,58,1069,undirected
61,59,4974,undirected
61,60,11748,undirected
61,62,504,undirected
61,64,4502,undirected
61,65,16389,undirected
61,66,792,undirected
61,67,3616,undirected
61,69,131,undirected
61,70,391,undirected
62,1,3490,undirected
62,3,2186,undirected
62,4,1197,undirected
62,5,3090,undirected
62,11,181,undirected
62,13,1706,undirected
62,15,761,undirected
62,19,1090,undirected
62,21,258,undirected
62,27,2443,undirected
62,28,1306,undirected
62,29,2062,undirected
62,36,7225,undirected
62,38,3126,undirected
62,39,3887,undirected
62,40,6674,undirected
62,46,296,undirected
62,48,6213,undirected
62,50,3764,undirected
62,54,3834,undirected
62,55,467,undirected
62,56,7112,undirected
62,60,45,undirected
62,61,504,undirected
62,63,7987,undirected
62,64,7662,undirected
62,68,10,undirected
63,1,1169,undirected
63,3,2568,undirected
63,4,1561,undirected
63,5,2704,undirected
63,13,141,undirected
63,15,8,undirected
63,19,1239,undirected
63,21,553,undirected
63,27,242,undirected
63,28,1475,undirected
63,29,2363,undirected
63,36,4052,undirected
63,38,3830,undirected
63,39,11383,undirected
63,40,4106,undirected
63,48,6889,undirected
63,50,3679,undirected
63,54,4915,undirected
63,55,3729,undirected
63,56,11874,undirected
63,59,28,undirected
63,60,52,undirected
63,62,7987,undirected
63,64,25416,undirected
63,68,580,undirected
64,1,4928,undirected
64,3,13733,undirected
64,4,15598,undirected
64,5,21028,undirected
64,13,1016,undirected
64,18,113,undirected
64,19,4864,undirected
64,21,2551,undirected
64,24,8311,undirected
64,27,1679,undirected
64,28,4971,undirected
64,29,16910,undirected
64,36,31290,undirected
64,37,2562,undirected
64,38,14829,undirected
64,39,37887,undirected
64,40,25173,undirected
64,42,1660,undirected
64,43,1209,undirected
64,44,647,undirected
64,45,886,undirected
64,46,927,undirected
64,48,2711,undirected
64,50,2164,undirected
64,51,486,undirected
64,52,2336,undirected
64,53,1567,undirected
64,54,10603,undirected
64,55,565,undirected
64,56,9477,undirected
64,58,1889,undirected
64,59,11571,undirected
64,60,26628,undirected
64,61,4502,undirected
64,62,7662,undirected
64,63,25416,undirected
64,65,71,undirected
64,66,1801,undirected
64,67,2381,undirected
64,68,558,undirected
64,70,1561,undirected
65,1,2,undirected
65,5,2,undirected
65,6,96,undirected
65,11,2,undirected
65,26,155,undirected
65,30,108,undirected
65,36,591,undirected
65,37,1840,undirected
65,39,49,undirected
65,40,1295,undirected
65,41,2570,undirected
65,43,1223,undirected
65,44,19555,undirected
65,45,649,undirected
65,46,5088,undirected
65,47,4903,undirected
65,49,5,undirected
65,51,2837,undirected
65,53,7988,undirected
65,57,926,undirected
65,58,8899,undirected
65,59,321,undirected
65,60,6957,undirected
65,61,16389,undirected
65,64,71,undirected
65,66,109,undirected
65,67,8589,undirected
66,1,572,undirected
66,4,1,undirected
66,5,573,undirected
66,11,1,undirected
66,24,202,undirected
66,25,1,undirected
66,29,1,undirected
66,36,14853,undirected
66,37,10322,undirected
66,39,442,undirected
66,40,595,undirected
66,42,809,undirected
66,43,6665,undirected
66,44,839,undirected
66,45,12009,undirected
66,46,160,undirected
66,51,11446,undirected
66,52,2155,undirected
66,53,1520,undirected
66,54,291,undirected
66,58,107,undirected
66,59,512,undirected
66,60,5787,undirected
66,61,792,undirected
66,64,1801,undirected
66,65,109,undirected
66,67,5662,undirected
66,69,1308,undirected
66,70,8062,undirected
67,1,2320,undirected
67,5,2366,undirected
67,11,286,undirected
67,18,1103,undirected
67,24,1770,undirected
67,25,1103,undirected
67,29,332,undirected
67,36,12558,undirected
67,37,12012,undirected
67,39,1634,undirected
67,40,4357,undirected
67,42,877,undirected
67,43,3528,undirected
67,44,13497,undirected
67,45,2789,undirected
67,46,4379,undirected
67,47,1827,undirected
67,49,49,undirected
67,51,3725,undirected
67,52,846,undirected
67,53,9348,undirected
67,54,33,undirected
67,57,61,undirected
67,58,9616,undirected
67,59,2923,undirected
67,60,21559,undirected
67,61,3616,undirected
67,64,2381,undirected
67,65,8589,undirected
67,66,5662,undirected
67,70,2146,undirected
68,64,558,undirected
68,33,120,undirected
68,36,1,undirected
68,13,34,undirected
68,15,104,undirected
68,48,459,undirected
68,50,739,undirected
68,62,10,undirected
68,63,580,undirected
69,66,1308,undirected
69,34,5,undirected
69,36,687,undirected
69,7,10,undirected
69,42,831,undirected
69,43,1142,undirected
69,45,2368,undirected
69,46,44,undirected
69,15,8,undirected
69,48,56,undirected
69,50,70,undirected
69,51,752,undirected
69,52,11,undirected
69,61,131,undirected
70,1,197,undirected
70,5,197,undirected
70,24,68,undirected
70,25,1,undirected
70,29,1,undirected
70,36,6734,undirected
70,37,7736,undirected
70,39,225,undirected
70,40,197,undirected
70,42,514,undirected
70,43,2369,undirected
70,44,618,undirected
70,45,2773,undirected
70,46,3,undirected
70,47,10,undirected
70,51,1950,undirected
70,52,673,undirected
70,53,439,undirected
70,58,8,undirected
70,59,195,undirected
70,60,4390,undirected
70,61,391,undirected
70,64,1561,undirected
70,66,8062,undirected
70,67,2146,undirected
